Source Port,Destination Port,Packet Length,Anomaly Scores,Timestamp_encoded,Source IP Address_encoded,Destination IP Address_encoded,Protocol_encoded,Packet Type_encoded,Traffic Type_encoded,Payload Data_encoded,Malware Indicators_encoded,Alerts/Warnings_encoded,Attack Type_encoded,Attack Signature_encoded,Action Taken_encoded,Severity Level_encoded,User Information_encoded,Device Information_encoded,Network Segment_encoded,Geo-location Data_encoded,Proxy Information_encoded,Firewall Logs_encoded,IDS/IPS Alerts_encoded,Log Source_encoded
40587,59824,1320,30.65,22677,36928,39268,2,1,1,25514,1,0,1,1,0,1,15198,13820,1,4863,19989,1,0,0
5819,14067,1260,71.94,25592,28747,19146,2,1,2,3835,1,1,0,0,1,1,20517,17935,1,5105,20148,1,1,0
64382,38315,958,73.71,2279,26926,9036,0,0,0,37600,0,0,2,0,2,0,17455,450,2,3778,5968,1,1,1
40537,46915,101,84.08,35172,24944,224,0,1,0,32767,0,1,0,0,0,0,29020,17970,0,212,18727,0,0,1
52131,28379,533,45.82,20879,38620,20812,1,1,1,23448,0,0,1,0,2,0,6710,29375,1,6222,20148,0,0,1
63746,58174,1430,84.06,17439,25930,30882,0,0,0,26613,1,1,0,1,2,2,18900,949,1,3003,20148,1,1,1
23807,29558,1266,87.92,20135,29094,24268,1,1,1,35298,0,1,2,1,0,0,634,31566,1,3895,20148,1,1,1
13938,27464,1439,96.34,38745,36783,20706,1,0,0,16645,0,1,0,1,0,2,2460,15676,1,1208,16633,0,1,0
21244,25081,374,43.32,38393,5966,31572,2,1,0,12015,0,0,0,1,1,0,12268,16001,2,2334,20148,0,1,1
56738,64548,1208,19.4,7841,37796,15956,1,1,2,11762,1,0,0,0,2,0,9247,2634,1,3544,20148,0,0,1
16014,19161,631,77.87,10122,15050,21331,1,1,1,22536,1,1,0,0,0,0,15341,10088,1,320,7992,0,0,1
8964,6167,1040,65.87,29334,29404,30021,0,0,1,28734,1,0,0,0,0,1,23042,20387,2,6481,20148,1,1,1
6770,36534,1064,57.56,32095,5158,20446,2,0,0,10638,0,0,1,0,0,2,23130,18614,1,6694,6489,1,1,0
32239,19864,419,60.47,15622,15455,6387,0,1,1,11559,0,0,2,0,2,2,15905,17909,0,8306,19128,1,1,0
39571,10948,886,93.75,17724,24371,17333,2,0,1,12802,1,1,2,0,1,0,19055,18038,1,7182,20148,0,1,1
11057,15184,631,52.43,10162,35034,7889,1,0,2,26311,0,0,1,1,2,2,12148,17996,0,3387,20148,1,1,1
65207,45278,1221,95.65,17094,33550,36767,0,1,0,38534,1,0,2,1,0,1,13010,8949,1,1280,20148,1,0,0
49780,38585,561,64.3,33580,34774,19078,0,1,2,37460,1,0,1,0,1,2,14611,7442,1,2781,20148,0,1,0
10434,50239,311,4.65,1627,7683,39980,0,0,1,12419,0,0,0,1,2,2,13890,23132,0,4649,12692,1,1,1
2197,54585,552,56.34,16278,35148,686,1,0,0,12870,1,1,2,1,2,0,17076,23315,2,66,9535,0,0,1
23837,36100,1439,59.0,21709,8896,14563,2,0,2,11327,0,0,0,1,1,1,6122,17877,1,6866,14856,0,0,1
62683,5998,676,31.32,3314,20854,20848,0,0,1,13940,0,1,0,1,1,1,5672,28448,0,2787,20148,0,0,0
55407,8312,1426,97.2,10172,5117,9856,0,0,2,5801,1,1,0,0,1,1,13705,18006,0,6741,7132,0,1,0
32151,43170,1016,43.14,11842,563,37990,2,0,2,19022,0,0,1,0,0,0,6932,3005,0,8559,20148,0,0,1
62913,48926,810,40.91,12558,30027,4596,1,1,2,14044,0,1,0,0,0,2,25482,19798,2,7715,16347,1,0,1
20677,34756,524,46.85,34137,8019,23877,1,1,2,34932,1,1,0,0,2,0,27921,25530,2,5546,20148,1,0,1
36722,14663,225,24.37,4648,2863,34356,0,1,1,39284,0,1,2,1,1,1,22893,21907,1,2821,20148,0,0,0
61175,40828,265,15.24,35070,3,6270,2,0,1,39054,0,0,0,1,0,1,1544,7273,1,3783,20148,1,1,1
38147,29499,582,57.83,1611,19022,34519,0,0,2,19792,0,0,2,0,1,1,8152,8795,0,8427,20148,0,1,1
61047,22304,839,24.88,35641,1385,25271,1,0,2,9999,1,0,0,1,1,2,31004,32085,2,6931,11310,0,0,0
36504,34777,978,39.92,15920,28757,32520,2,0,1,8007,1,1,1,1,0,2,3630,19753,0,2371,19224,0,0,1
6384,8178,1371,7.03,819,19814,15384,0,0,0,39413,1,1,1,0,1,2,4220,12705,0,2878,20034,0,1,1
12613,64094,1424,61.84,13670,37203,14785,0,0,2,19950,0,0,2,0,2,1,14280,22852,0,7297,20148,0,1,0
18063,22086,922,90.61,39994,17638,10621,2,1,2,39910,0,1,0,0,1,1,15374,25801,2,8607,20148,0,0,0
27061,37179,120,34.33,1790,24382,33972,2,1,1,37501,1,1,1,1,1,2,5356,27906,0,7529,20148,1,1,1
32951,26368,578,62.71,36120,23194,30940,2,1,0,37175,0,1,1,0,2,0,31446,18018,1,5993,20148,0,1,1
45177,37055,1334,26.54,15304,25450,3145,1,0,1,38622,0,0,1,0,2,0,23978,3337,2,4555,4882,0,1,1
61633,1319,354,56.58,27186,37109,8458,0,0,1,34713,0,1,0,0,0,1,910,9238,2,3420,20148,0,1,0
27343,21246,164,61.68,38029,21557,5878,1,1,2,4855,1,0,1,1,0,1,24741,7850,0,690,2463,0,1,1
22792,11160,241,67.5,38365,22992,2995,1,0,2,37453,0,0,0,0,1,1,374,7720,2,2073,20148,0,1,1
57243,36372,755,2.12,7918,18411,1784,0,0,0,6568,1,0,0,0,1,2,503,17936,2,7520,20148,1,0,0
65497,15963,1412,60.41,23081,19232,27411,1,1,1,36326,1,1,1,0,0,2,13078,22218,0,3409,20148,1,0,1
27535,40250,1216,85.81,33286,29731,8517,1,0,0,30381,0,1,1,1,1,0,23545,18041,0,45,12139,0,1,1
58322,45636,996,83.4,4356,34163,35028,2,1,0,2620,1,1,0,1,0,0,2692,18026,2,8108,20148,1,1,1
13583,44937,1180,18.72,31971,16315,5652,1,0,0,38465,0,0,1,1,2,0,5795,17637,2,2798,20148,1,0,0
51403,15843,1034,84.77,34025,3375,39839,2,0,1,6738,0,1,0,0,2,2,23087,26892,0,4204,20148,1,0,1
64234,52790,459,30.33,34617,37388,3708,1,1,1,5298,0,1,2,0,2,0,19597,20547,0,5801,11364,0,1,1
17832,30380,270,70.94,153,17888,7254,2,0,2,3600,0,1,2,1,1,2,16471,19644,1,1472,20148,1,1,0
17125,2830,1475,51.24,55,17741,7298,0,0,1,30560,1,0,0,1,1,0,14697,30423,2,5390,20148,1,0,0
19137,25713,1056,41.9,16345,39189,37044,1,1,0,22238,1,0,1,0,0,1,18337,27947,0,1825,12025,0,1,1
60307,55762,425,5.52,22164,33834,670,1,0,2,211,0,1,1,1,1,0,430,7334,1,6655,14591,0,0,0
35163,15107,1480,1.57,38533,31943,17334,1,1,2,14355,0,1,2,0,1,2,13125,18218,0,5848,9182,0,1,1
61030,35445,247,12.01,25459,14456,24208,1,1,1,11353,0,1,1,1,1,0,9605,5216,0,1226,1002,0,1,1
36114,45947,859,90.2,12912,32685,34296,0,1,1,35697,0,0,1,0,1,2,11935,8681,1,2031,13712,0,1,1
29091,40780,1279,92.76,7027,3961,18595,2,1,1,13282,1,0,0,0,2,0,26240,18196,0,4174,20148,1,1,0
17962,21314,241,47.77,3708,19150,24110,2,1,2,6978,1,1,1,1,2,2,6896,15078,1,1748,20148,0,0,0
38635,54196,174,9.72,14771,36942,15946,2,0,2,29157,0,1,2,0,1,0,29632,30804,1,3463,20148,0,1,1
18555,15462,791,77.6,25067,25907,13086,2,0,0,19615,1,1,2,1,0,0,6926,878,1,8129,1280,1,0,1
48509,14620,572,78.58,16268,33270,25784,1,1,0,23395,1,0,1,1,2,0,30756,4996,2,7006,13797,0,1,0
63920,27323,514,13.36,29044,23582,879,1,1,0,20238,0,1,1,0,0,2,717,11880,2,2021,17873,0,1,0
1972,32195,1485,1.62,23973,18009,13745,2,1,0,33512,0,0,0,1,1,1,388,18261,2,1189,20148,0,0,1
34996,19979,1280,51.48,552,24230,15949,2,1,2,3047,1,0,1,1,0,0,6660,25439,2,5071,8203,0,1,1
50465,57730,842,8.63,12780,17030,22799,1,1,0,5764,0,0,1,1,2,0,29254,6764,2,6833,20148,1,0,0
60439,50497,439,99.06,25326,13829,20538,1,1,2,15898,1,0,0,1,1,0,24417,3426,1,2426,7980,0,1,1
42015,8032,502,74.63,22534,32172,7543,1,0,2,37596,1,1,1,1,0,2,11477,2429,1,8110,13702,0,0,0
20104,32565,629,90.04,3226,26942,12906,2,0,1,21973,1,1,1,1,0,0,20614,20471,2,3545,20148,1,1,0
15601,61199,466,11.9,27300,24544,18826,1,1,2,11870,1,1,1,0,0,2,17378,4820,1,7851,10221,1,1,0
26171,2340,934,25.83,27191,32557,38989,1,0,2,36033,1,0,1,0,1,0,8812,22851,0,1412,6421,1,0,1
45653,9144,1425,40.66,38326,17422,23556,2,0,2,24335,0,1,2,0,2,0,846,10467,2,8252,10379,0,1,0
30510,7481,696,24.6,25450,1231,8224,0,0,2,13518,1,1,2,1,2,0,4787,2568,1,2685,20148,1,1,0
24506,6561,536,91.4,30121,28194,32853,1,1,1,37033,1,0,1,0,1,1,19699,18165,0,6694,30,0,0,1
54115,30234,1284,63.77,16880,28127,30204,0,1,1,23723,1,0,2,1,1,0,29967,22155,0,3757,1488,1,1,1
44932,54004,609,18.45,9346,14728,25620,0,1,2,30953,0,0,1,1,2,1,28722,14460,2,2049,10933,0,1,1
65124,16473,1083,73.88,25620,21240,16646,1,1,2,38322,0,1,2,1,2,2,20763,12335,2,1709,6336,0,0,1
32624,17693,1052,3.29,25227,35794,10199,1,1,0,18843,0,0,0,0,2,0,4240,17680,1,3917,14981,0,1,1
25507,35711,1096,54.8,22782,8445,26525,0,0,1,34025,1,1,2,0,1,0,5393,20351,1,662,20148,0,1,1
8842,16047,1146,28.63,19320,3079,11248,2,1,0,17044,0,0,0,1,2,2,19986,26124,1,4549,606,0,0,0
39131,32271,249,60.71,34533,11071,34868,1,0,0,29165,0,1,1,0,1,2,2862,9356,1,7994,13424,0,0,1
58722,22902,838,85.17,8511,36560,16597,0,1,1,36332,0,0,2,1,2,0,20842,14921,1,3578,5490,0,1,0
1981,64320,1450,22.11,12049,7925,11940,2,0,2,6844,0,1,2,1,1,1,3566,14259,0,1322,12052,0,0,1
27183,16868,479,8.4,28619,18964,4967,2,0,0,38866,0,1,2,0,2,1,14252,25315,1,8219,19655,1,0,0
47857,5060,551,1.11,1646,30422,18764,1,1,0,5236,0,1,2,1,1,2,6452,9707,0,4325,20148,1,0,1
2220,8800,389,39.37,5928,18144,4032,2,0,1,16064,1,1,0,0,0,2,12170,28483,0,8245,20148,1,0,1
39549,64938,1017,41.36,3452,12359,12748,0,1,2,23310,1,1,0,1,0,0,7806,5560,2,4291,3675,0,1,1
59696,65159,1027,78.34,31783,2946,18226,1,0,0,33550,0,1,2,0,0,2,2729,31667,2,4714,2507,1,1,1
59125,27092,382,9.44,11751,6412,8626,2,0,2,613,1,0,0,0,0,0,15707,14859,0,6176,19802,1,1,0
27093,51715,381,9.3,23646,16630,28377,2,1,1,2305,1,0,1,1,0,0,6742,4364,2,2798,20148,0,1,0
6396,47391,104,39.42,13255,1803,17012,2,0,1,19834,0,1,0,1,2,1,26483,12810,0,967,18743,1,1,1
9885,12691,1124,18.82,25865,26924,21700,0,1,1,26323,1,1,1,1,2,0,7629,4449,1,7981,20148,0,0,1
55487,61522,286,82.11,15296,2497,12720,1,1,1,21003,0,0,0,0,2,0,30653,27618,0,5237,20148,0,0,1
54375,26326,850,28.98,25629,28306,1255,2,0,1,29176,1,1,2,0,0,2,3872,1890,1,5247,20148,1,0,0
32064,56402,1396,52.92,33589,19312,4719,0,1,1,21513,0,0,1,0,2,2,26322,17356,1,6917,10421,1,0,1
51175,51737,957,44.84,6132,36393,27477,0,1,0,24283,1,1,0,1,1,1,9846,19614,0,2171,20148,1,1,0
48803,7257,691,86.7,1591,10202,8084,2,1,0,25353,1,0,2,0,1,0,14964,3205,1,3320,20148,0,1,1
28210,47993,417,85.31,36415,23657,39258,2,0,2,14955,1,1,0,0,2,1,17828,8008,0,1970,14629,0,1,1
51265,31928,811,88.64,38644,6601,2917,0,1,0,25562,0,1,2,1,2,2,27438,29707,1,1750,13470,1,1,1
60901,3471,1356,91.55,2299,5108,12312,0,1,2,32617,1,0,1,0,2,2,12008,11709,0,2795,8751,1,0,0
8686,54330,199,74.91,39891,1851,38160,2,0,2,16812,1,0,1,1,0,1,2534,24999,0,2978,12085,1,1,0
53523,23904,1354,88.96,14547,2965,18459,2,0,1,30254,1,0,2,0,1,1,29214,12987,2,4347,20148,1,1,1
52848,11870,318,65.56,22304,600,21139,1,1,0,26414,1,0,0,0,1,1,12988,29013,0,4132,6804,0,1,1
50945,60683,64,5.76,23956,36565,4226,0,1,0,1009,1,0,2,1,0,0,31595,18042,1,2286,20148,1,1,1
25470,32705,702,55.86,29722,16376,26094,2,0,1,39291,1,1,0,1,1,2,20139,13688,1,3204,14611,1,0,1
48112,18684,492,27.27,22580,35524,17605,0,0,2,36947,1,1,2,0,1,1,20315,7189,2,1802,20148,1,1,1
59280,14798,1075,89.43,27271,34227,22187,1,0,2,17867,0,0,0,0,0,0,3168,5882,1,3101,20148,1,1,0
46634,46700,1277,52.86,24810,29348,28009,2,1,1,12347,0,1,0,1,0,0,25000,5020,1,1326,2886,0,0,0
55756,1085,221,78.02,25875,28767,27874,0,0,1,23508,1,1,0,1,2,2,29982,17939,0,8262,20148,0,1,0
44351,42260,119,27.29,4010,13350,13460,2,0,2,27563,0,0,2,1,1,1,30596,18251,0,1220,10853,1,0,1
18572,1387,1104,41.76,26524,31576,32394,1,1,0,21552,0,1,0,1,2,0,6636,15463,2,7146,20148,0,0,1
2746,17955,660,5.48,13779,18230,33169,1,1,0,4584,1,0,2,1,0,2,9046,22981,0,4073,20148,1,0,1
43240,56125,660,0.35,12186,28917,21682,2,0,2,29290,1,0,0,0,1,0,20318,26137,2,516,9225,1,1,0
57175,44218,1314,53.27,13005,28222,18052,0,0,2,31005,0,0,0,1,0,2,7770,25474,0,7172,10590,1,1,0
7183,36072,1401,33.12,3254,19330,30268,0,0,2,3108,1,0,1,0,2,0,24610,18112,1,6260,20148,0,0,0
64339,46149,638,83.04,23336,995,35679,0,1,2,19050,0,0,1,0,0,0,27061,4199,1,5217,20148,0,1,1
40442,48117,1042,41.35,1046,39839,4399,2,0,2,8071,1,1,2,0,1,0,5315,1594,1,6784,15364,0,0,0
1353,43947,377,12.24,25127,37294,24226,2,0,2,34442,1,0,2,1,2,1,6955,8492,1,3029,20148,1,1,0
3790,41702,583,64.63,20264,34609,18508,1,0,1,19433,1,0,0,0,2,1,23235,9332,2,3150,15066,1,1,1
2434,63965,1286,67.15,28902,13884,25595,1,1,1,33733,0,1,0,0,0,1,23015,17958,2,7976,18457,0,1,0
5457,31713,1057,64.65,34280,10558,25912,0,0,2,29273,0,0,0,0,0,1,30705,25175,1,6990,20148,0,1,1
33410,1372,836,63.43,18587,32439,23209,0,1,2,19051,1,0,1,0,1,0,22694,874,2,3182,20148,1,0,0
4138,58924,578,55.39,21958,12876,37119,2,1,2,35995,0,1,2,0,2,2,9648,7781,1,7403,2976,0,0,1
37027,40686,1163,29.68,32870,33069,3829,1,0,0,37084,0,0,2,0,1,1,18020,30719,1,116,7833,0,1,0
3926,36365,1133,79.03,25051,16947,8497,2,1,1,38498,0,1,2,1,2,2,170,5239,2,2109,1895,0,0,0
19144,14178,305,90.14,14150,15988,2640,0,1,2,13371,1,0,0,1,2,2,23355,18208,1,1073,20148,0,0,0
10268,37545,235,61.13,29357,30768,22062,0,1,1,39250,1,0,2,0,0,1,16836,2272,2,3457,20148,1,1,0
9996,45272,317,88.27,3062,29533,37264,0,0,2,12996,0,0,2,0,0,1,14628,17895,0,7014,20148,1,1,1
3500,14245,706,76.65,11444,18548,36864,1,1,1,11642,0,1,2,0,2,2,8605,4146,2,2717,20148,0,1,1
39491,58363,1498,8.85,11094,24695,8223,2,0,2,22877,0,0,1,0,2,2,5219,7695,0,3448,20148,1,0,1
35352,21010,1091,26.46,18894,14907,7988,2,0,2,31736,0,0,2,0,2,0,19152,11636,1,4830,20148,0,1,0
6250,60489,922,68.06,28294,12729,30168,1,1,1,29129,0,0,2,0,0,2,23281,531,0,323,18844,0,0,1
19502,41265,1368,48.27,34934,32330,36085,0,1,1,32423,0,0,0,1,1,0,27794,24606,2,4335,3738,1,1,0
65393,53597,457,62.97,31804,8122,13668,0,0,2,3493,0,1,1,1,0,1,2403,12547,1,7126,20148,0,1,1
63854,15221,595,75.63,33632,24921,26113,1,1,2,19846,1,1,0,0,0,1,3179,20542,1,1969,10908,0,0,0
51105,9142,683,62.65,34609,25446,17340,0,1,1,35490,0,0,2,0,2,1,18794,18006,1,4417,20148,1,1,1
11333,13180,516,76.12,1981,3931,19021,1,1,0,19202,1,0,1,1,1,1,20289,19794,1,4424,10672,1,1,0
52264,15969,102,82.98,29608,23012,36500,1,1,0,4537,0,0,0,1,2,0,15012,13902,0,5846,10341,1,1,1
6759,35624,1360,90.7,26845,31474,30957,1,0,2,16467,1,1,2,1,0,2,20598,28760,2,1852,20148,0,1,1
57212,60466,631,2.28,30492,17514,32000,0,0,1,38825,1,1,1,1,1,1,30808,18725,0,8420,20148,0,1,1
45737,47191,139,93.98,36416,24030,25641,1,1,0,36925,1,1,1,0,1,0,13843,23102,0,8600,20148,0,0,0
5632,24249,599,59.17,18504,38473,14013,0,0,0,21930,0,0,0,0,2,2,21524,18123,1,7287,20148,1,0,1
8491,18152,1205,8.13,17013,23869,4358,0,0,2,37284,1,0,1,0,1,0,3082,11085,1,686,20148,0,1,1
5445,20112,555,52.56,9391,37873,19683,0,1,0,6084,0,1,2,1,2,0,11854,11395,2,7714,20148,1,0,1
26054,43303,1335,47.97,887,32014,32883,1,1,2,25701,0,1,0,1,1,1,27505,3010,1,5587,1788,1,0,0
12794,5827,671,80.9,29419,35227,2678,2,1,0,10464,0,0,1,1,1,0,6464,13930,2,3209,14956,0,1,0
63860,32041,487,42.63,16114,24673,10938,0,0,0,2762,1,0,2,0,0,2,23776,26885,1,854,12642,1,0,1
37846,1913,65,30.69,25667,20514,20108,1,0,1,8554,0,0,2,0,2,1,10574,30148,0,8257,19617,1,0,0
17072,6915,805,78.22,6603,23577,13141,0,0,0,12617,0,0,1,0,2,2,24813,13989,0,5588,11260,0,1,0
3922,32528,749,94.22,11952,466,24554,0,1,1,1798,1,1,1,1,1,0,9657,18181,0,5992,13603,1,0,1
49564,1583,167,93.41,11528,32818,12127,2,0,2,39824,0,1,2,1,2,0,6655,22203,1,6068,17133,0,0,1
33380,23829,536,16.76,15838,31703,2026,0,1,1,18186,0,0,1,0,0,2,5834,28079,2,104,20148,0,1,0
24816,4208,548,63.12,28086,16842,5734,2,1,1,37810,0,0,1,0,2,2,15411,2603,1,5463,20148,1,1,1
55527,56909,1294,24.19,8086,12445,37147,0,0,0,27255,0,0,0,0,0,0,1149,10753,0,3284,20148,0,1,0
29678,18272,431,22.75,20551,20893,35067,1,1,0,2062,1,1,2,0,2,2,1807,4592,0,3464,12909,0,0,0
17444,47463,985,78.06,637,708,9537,1,1,1,25471,0,0,0,1,0,1,18115,27516,0,2915,20148,1,0,1
13904,16176,408,8.89,890,11781,6506,2,0,1,33316,1,1,1,1,1,0,10485,11922,0,5884,6352,1,0,0
1660,18782,208,32.74,31440,10348,22920,2,0,1,12373,0,1,1,1,2,2,9721,4851,0,4560,20148,0,0,1
44403,6407,944,56.92,11451,9779,17188,2,0,1,4665,0,0,0,1,2,0,30868,20562,0,2504,20101,0,0,0
54035,24806,1165,44.45,34701,23780,39189,0,1,2,24342,1,1,1,1,1,0,23335,6798,2,1745,2684,0,0,0
15059,43512,222,89.79,17445,3132,31752,0,0,0,20775,0,1,1,0,0,2,11028,26879,2,8313,5890,0,1,0
62329,13484,427,32.06,4430,6347,20875,0,0,2,38822,0,1,2,0,0,2,8969,31345,1,1618,20148,1,0,0
45733,26625,638,29.98,869,18875,38158,0,1,2,14176,0,0,1,1,0,1,21673,21333,2,3323,20148,0,1,0
1799,1469,1281,33.05,8436,18841,9981,2,0,1,13029,1,0,2,0,1,0,20989,18722,0,628,20148,1,1,1
60163,3540,917,20.09,18175,10635,2277,0,1,2,22907,1,0,2,0,2,2,26638,17919,1,2839,12248,1,1,0
56143,17244,122,81.85,33554,34158,24609,2,0,0,6515,1,0,0,1,1,1,13192,22210,1,1914,8303,0,0,0
59162,60347,1273,82.02,18692,17474,19450,2,1,2,8084,1,1,0,0,1,1,29800,18044,2,7284,20148,0,1,0
58079,10040,207,52.59,19266,24027,12006,2,1,0,26211,1,1,2,0,0,1,7059,12689,0,5130,125,1,0,0
23540,30714,655,43.98,27431,39484,21655,1,0,2,29736,1,0,2,0,2,0,18345,9963,0,111,20148,1,1,0
25481,10426,103,17.34,39971,30852,15862,1,0,1,25210,0,0,0,0,1,0,9209,27998,0,7729,20148,0,0,0
49077,40050,251,37.04,39105,748,14950,0,0,2,22311,0,1,0,0,2,2,27088,24572,0,8550,4030,0,1,1
56417,8917,888,87.08,9242,6278,12211,2,0,2,10938,1,0,0,0,1,2,2945,18092,2,8621,3882,0,1,1
16292,29942,213,64.16,7573,14214,24334,2,1,0,24435,0,1,2,1,2,2,6048,25184,0,7862,16065,0,1,0
58598,41886,1326,82.13,1609,23405,11159,2,0,1,22747,1,0,2,0,0,2,19325,15236,0,1797,18920,0,0,0
10638,39638,534,37.85,26469,5987,37329,2,0,1,3618,1,0,2,0,2,0,13999,17621,0,1500,20148,1,0,1
2448,36555,1328,16.6,8629,35697,35566,0,0,0,26825,1,0,1,1,2,2,10592,16901,2,7523,13134,1,0,0
50355,22662,336,78.37,22011,12072,27573,1,0,0,33138,1,0,1,0,2,2,29602,9042,2,3839,20148,0,0,0
51519,4957,1199,91.33,14346,3999,17570,2,0,2,31277,0,0,0,0,2,2,22523,3549,2,3429,6428,1,0,1
33258,3017,1435,94.42,34727,27624,8296,2,1,1,18272,1,1,0,1,2,1,18807,686,2,2263,20148,0,0,1
51053,44845,1043,54.79,37011,5460,39141,0,0,1,22848,0,1,2,1,1,2,383,5546,2,6612,12852,1,0,0
55293,63630,934,65.11,15690,12443,16862,2,0,0,33753,0,1,1,0,1,0,11810,27307,2,6189,10130,0,0,1
13932,46612,1078,48.39,1114,35092,5687,1,1,2,30140,1,1,0,0,0,2,15073,14969,0,5783,20148,1,0,1
52874,8751,1087,15.53,2893,12275,11136,0,1,1,6669,0,0,2,1,0,0,23850,31135,1,5739,20148,0,1,0
49780,46230,117,91.3,39837,15448,13516,2,1,1,27414,0,0,0,1,0,0,19178,12566,0,2230,20148,0,0,0
7411,56278,558,14.92,32410,12281,21715,0,1,0,37834,1,1,1,0,0,1,26856,30951,0,1119,20148,0,1,0
36017,37691,1486,27.03,824,17163,3871,2,0,1,10767,0,0,0,0,1,2,4442,11766,2,2003,2214,1,0,1
63045,60195,571,82.5,3710,37600,22448,2,0,0,21134,1,1,1,0,1,1,19154,6459,2,5258,20148,0,0,0
58280,53789,482,62.9,7563,17575,25918,2,0,2,28942,0,1,2,1,2,0,14386,9388,0,1863,2583,1,0,1
24877,50114,358,69.0,38834,5506,39254,1,0,0,4272,1,1,0,1,1,0,25677,13907,2,5397,20148,0,1,0
8419,51267,988,90.0,38712,3185,32046,2,1,0,21774,0,0,0,1,2,0,28461,15490,1,8310,16652,1,0,0
40325,8687,789,46.14,1409,4282,26535,1,1,0,27801,1,0,1,0,1,1,14599,23578,2,6798,3359,1,1,0
43070,11768,905,34.96,30498,38325,25144,1,1,0,20057,0,0,2,0,2,0,17841,18071,0,6385,382,1,1,0
63708,34638,1251,2.96,3776,18001,32106,0,0,2,4063,1,0,0,0,2,2,13127,22391,0,6353,20148,1,0,1
16225,52263,1273,35.29,11429,13547,30477,1,1,2,33687,0,0,1,1,1,0,28053,2248,0,6103,19647,1,1,0
29209,23120,719,70.53,25275,12904,26312,1,1,0,5956,1,0,2,0,1,2,31261,20005,1,4711,6102,0,1,0
45737,55671,195,24.83,2897,32477,11122,0,1,1,12575,0,0,0,0,2,0,22127,25866,2,3881,20148,0,1,0
47101,10478,213,60.79,17061,32894,10742,1,0,1,26829,0,0,1,1,1,2,13711,18083,1,967,19893,0,1,1
6668,5681,577,93.34,14570,25122,36883,1,1,0,23377,0,0,1,0,2,1,27373,7752,2,4671,20148,0,0,1
43044,44301,1118,47.47,14072,9928,35817,2,1,1,25881,0,0,1,0,2,1,13288,7767,2,6362,5627,0,1,1
23078,19009,1416,38.81,20755,33439,24915,0,1,0,23344,1,1,2,1,0,2,23342,18039,0,7758,10215,1,1,0
24485,52174,945,13.83,31120,30954,15119,1,1,1,10563,0,0,0,1,1,2,28532,7826,0,7630,20148,1,1,0
53260,32682,1403,5.61,11265,38567,26924,1,0,1,8139,1,1,1,0,0,2,28479,327,2,2255,5275,1,0,1
11844,17963,310,42.2,14964,3201,6319,0,0,2,28552,0,1,0,1,0,0,11322,825,1,1280,8003,1,0,1
62233,42526,1323,95.7,340,7727,7762,1,0,2,35304,0,1,2,1,0,2,24995,15093,0,4348,20148,1,1,1
52626,15704,993,93.79,24683,39438,1612,1,0,1,18849,1,1,0,0,2,1,21283,29216,0,1069,20148,0,0,1
33684,51046,1241,97.78,29282,7541,31000,0,0,0,38773,1,0,1,0,0,2,19093,18250,2,6607,20148,0,1,0
51996,16648,641,57.48,10641,21253,33472,2,0,2,1162,1,1,0,1,0,2,11934,9703,2,4288,20148,0,1,1
25484,60683,1054,5.5,12803,12858,5698,2,0,0,8607,1,0,0,1,0,1,19025,7001,0,7414,14508,1,0,0
24280,8376,603,37.66,25885,19646,33543,0,0,0,1143,1,1,1,1,1,0,4540,12928,0,4204,20148,0,1,0
41132,35886,510,11.55,19378,39136,21322,0,1,0,6658,0,1,0,1,2,2,5914,20199,2,7714,4699,1,0,0
53312,63737,436,86.07,10892,34091,26482,1,0,2,16776,0,1,1,1,0,2,24193,31330,2,6266,20148,0,0,0
24063,28752,906,17.01,35247,15780,16845,0,0,1,39356,0,0,0,0,1,2,2086,18235,2,4706,20148,0,1,1
54326,51491,624,79.66,4158,23352,987,2,1,0,23663,0,1,2,1,0,0,29030,10027,1,8584,20148,0,1,1
54425,64492,1218,70.12,12184,30445,39119,0,1,0,20571,1,1,1,1,1,2,16794,28457,0,749,20148,0,1,0
11955,11120,780,45.31,679,36037,29278,2,1,2,22014,0,0,1,1,2,0,15053,351,0,7950,20148,1,1,1
27168,35509,1096,83.09,28287,3442,38048,0,1,0,28026,0,0,1,0,1,0,26424,11145,0,4954,1387,0,0,1
45437,48409,800,69.73,952,15672,1342,0,0,2,34357,0,0,1,1,1,1,6931,17982,2,5695,20148,0,1,0
16094,49428,536,44.62,32494,12458,34392,0,0,1,23014,0,0,1,1,1,1,12661,3352,0,5632,18611,1,1,1
46564,17718,1230,2.57,2906,39275,16183,1,0,2,13133,0,1,2,0,1,2,31195,3981,2,7480,20148,0,0,1
58791,22400,1211,15.5,4213,15194,8870,1,0,1,20036,1,0,2,1,2,2,11882,17950,0,7579,20148,1,1,0
47258,51947,631,99.54,39100,11986,19937,0,0,1,22373,1,1,0,0,1,2,30781,27093,0,2192,12911,0,0,1
37751,29029,860,46.04,13362,38871,14587,1,0,0,11195,0,0,2,1,1,0,12234,5734,0,6912,18479,0,0,0
49386,50798,1380,59.73,6892,17000,11455,1,1,1,24540,0,1,1,1,2,2,26384,8192,0,6127,20148,1,1,1
64574,37750,741,25.22,39856,38905,24413,0,1,2,24693,0,1,2,1,1,0,14389,8293,1,5382,20148,1,0,1
